image_name,action_high_model_uncertainty,action_high_data_uncertainty,model_uncertainty,data_uncertainty,missed_reasons,excessive_reasons
1d40b0aa-40c1a0f2,"[0, 2, 3]",[1],"[1.0, 0.14574208855628967, 1.0, 1.0]","[0.4734339714050293, 0.8863827586174011, 0.4734339714050293, 0.4734339714050293]",[],[]
1d72c0a6-13236948,"[0, 2, 3]",[1],"[1.0, 0.136885866522789, 1.0, 1.0]","[0.45953184366226196, 0.8701517581939697, 0.45953184366226196, 0.45953184366226196]",[],[]
1d981a62-27584b3b,"[0, 2]",[3],"[1.0, 0.35827285051345825, 1.0, 0.14532732963562012]","[0.42186206579208374, 0.7935903072357178, 0.42186206579208374, 0.9767504930496216]",[],[3]
1dc40a8d-44cca20b,"[0, 2, 3]",[1],"[1.0, 0.17934022843837738, 1.0, 1.0]","[0.5195213556289673, 0.9339015483856201, 0.5195213556289673, 0.5195213556289673]",[0],[1]
1e4b6c29-b6e70050,"[0, 2]","[1, 3]","[1.0, 0.0924525037407875, 1.0, 0.13706332445144653]","[0.28521019220352173, 0.9958733320236206, 0.28521019220352173, 0.9449492692947388]",[],[3]
1e54b71a-29ab7a37,"[1, 3]","[0, 2]","[0.2403051257133484, 1.0, 0.21827328205108643, 1.0]","[0.9630777835845947, 0.4466864764690399, 0.9843404293060303, 0.4466864764690399]",[],[2]
1e6bdf2e-e1847dcf,"[0, 2]","[1, 3]","[1.0, 0.34188950061798096, 1.0, 0.6213049292564392]","[0.6173845529556274, 0.992067813873291, 0.6173845529556274, 0.8053816556930542]",[],[3]
1e6bdf2e-eef84253,[1],"[2, 3]","[0.6155813932418823, 1.0, 0.10528013855218887, 0.25607869029045105]","[0.47326886653900146, 0.33686336874961853, 0.9751057624816895, 0.8010400533676147]",[1],"[0, 2]"
1e7c8650-0ab944be,"[0, 2, 3]",[1],"[1.0, 0.28925445675849915, 1.0, 1.0]","[0.6218864917755127, 0.9963812232017517, 0.6218864917755127, 0.6218864917755127]",[],[]
1f1a34a0-a77d6f9d,"[0, 3]","[1, 2]","[1.0, 0.526776909828186, 0.6982957720756531, 1.0]","[0.6964308619499207, 0.9394276142120361, 0.8395336866378784, 0.6964308619499207]",[],[2]
1f2adee2-cf47182b,"[1, 2, 3]",[0],"[0.4291874170303345, 1.0, 1.0, 1.0]","[0.9885708689689636, 0.6964613199234009, 0.6964613199234009, 0.6964613199234009]",[],[]
1f3b60bc-3be397c8,"[0, 2, 3]",[],"[1.0, 0.05061783641576767, 1.0, 1.0]","[0.26009485125541687, 0.562446653842926, 0.26009485125541687, 0.26009485125541687]",[],[]
1f4012cc-53edc36a,"[0, 2]",[],"[1.0, 0.044667888432741165, 1.0, 0.21109166741371155]","[0.21568652987480164, 0.7803139686584473, 0.21568652987480164, 0.6406232118606567]",[],[3]
1f487383-95bbe1a3,"[0, 2, 3]",[1],"[1.0, 0.11535803228616714, 1.0, 1.0]","[0.42195039987564087, 0.8223369121551514, 0.42195039987564087, 0.42195039987564087]",[0],[1]
1f693cf9-b3c730a4,"[1, 2, 3]",[0],"[0.35828903317451477, 1.0, 1.0, 1.0]","[0.9990606307983398, 0.6638000011444092, 0.6638000011444092, 0.6638000011444092]",[1],[0]
1f75d1a8-ffae5c41,"[0, 3]","[1, 2]","[1.0, 0.19438201189041138, 0.3131425380706787, 1.0]","[0.45854681730270386, 0.9999838471412659, 0.8919044733047485, 0.45854681730270386]",[],[2]
1f864b3f-d1175cbc,"[0, 2, 3]",[1],"[1.0, 0.4769803285598755, 0.9005247950553894, 1.0]","[0.7057395577430725, 0.9724719524383545, 0.747675895690918, 0.7057395577430725]",[0],[1]
1ff6cefc-4674d99f,"[0, 2, 3]",[1],"[1.0, 0.16722099483013153, 1.0, 1.0]","[0.5039961934089661, 0.9190323948860168, 0.5039961934089661, 0.5039961934089661]",[0],[1]
2047354d-16560822,"[0, 2, 3]",[1],"[1.0, 0.10982368141412735, 1.0, 1.0]","[0.41129928827285767, 0.8078064322471619, 0.41129928827285767, 0.41129928827285767]",[],[]
207a3f70-f71f630c,"[0, 3]","[1, 2]","[1.0, 0.31489771604537964, 0.2572248578071594, 1.0]","[0.5009264945983887, 0.9344109892845154, 0.9853826761245728, 0.5009264945983887]",[],[2]
20b732fc-f8066520,"[1, 2, 3]",[0],"[0.17314112186431885, 1.0, 1.0, 1.0]","[0.9265832901000977, 0.5117220878601074, 0.5117220878601074, 0.5117220878601074]",[],[]
20ceee16-817c575c,"[0, 2]","[1, 3]","[1.0, 0.3297446668148041, 1.0, 0.2423269897699356]","[0.4974333643913269, 0.916046679019928, 0.4974333643913269, 0.9929306507110596]","[0, 2]","[1, 3]"
20cfadfa-47711496,"[1, 2]","[0, 3]","[0.10520680993795395, 1.0, 1.0, 0.2697708308696747]","[0.9545489549636841, 0.34981292486190796, 0.34981292486190796, 0.8011071681976318]",[2],[]
2100ed96-0fc34f5c,"[0, 2]","[1, 3]","[1.0, 0.20342715084552765, 1.0, 0.2097271978855133]","[0.4215695261955261, 0.9817927479743958, 0.4215695261955261, 0.9754880666732788]",[0],"[1, 3]"
215877fc-28789a4c,"[0, 3]",[1],"[1.0, 0.219757542014122, 0.708044171333313, 1.0]","[0.5452010631561279, 0.9852129220962524, 0.6742834448814392, 0.5452010631561279]",[],[2]
21689ada-62366135,"[1, 3]","[0, 2]","[0.27062565088272095, 1.0, 0.2345341444015503, 1.0]","[0.9514662027359009, 0.470302015542984, 0.985046923160553, 0.470302015542984]",[],[2]
21935abc-e51e0f0a,"[0, 2]",[3],"[1.0, 0.6820353865623474, 1.0, 0.1646530032157898]","[0.484110951423645, 0.6190139055252075, 0.484110951423645, 0.9454283714294434]",[0],[1]
21e57f5b-d14eaea9,"[0, 2]","[1, 3]","[1.0, 0.4670374393463135, 1.0, 0.24214564263820648]","[0.5319589972496033, 0.8250488042831421, 0.5319589972496033, 0.9999985694885254]",[2],"[1, 3]"
21f2ef7f-941510cb,"[0, 2, 3]",[1],"[1.0, 0.19219301640987396, 1.0, 1.0]","[0.534812331199646, 0.9473252296447754, 0.534812331199646, 0.534812331199646]",[],[]
223046e4-acf448b7,"[1, 3]","[0, 2]","[0.07260596752166748, 1.0, 0.10237226635217667, 1.0]","[0.995551586151123, 0.23839224874973297, 0.9597545862197876, 0.23839224874973297]",[],[2]
223712bb-4dcd6d19,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]",[1],[]
223c2b27-69fa1755,"[0, 2]","[1, 3]","[1.0, 0.35034942626953125, 1.0, 0.21852433681488037]","[0.4878532886505127, 0.8845278024673462, 0.4878532886505127, 0.9993723630905151]",[],[3]
2246fef6-74258bfe,"[0, 2, 3]",[1],"[1.0, 0.21300841867923737, 1.0, 1.0]","[0.5573295950889587, 0.9647228717803955, 0.5573295950889587, 0.5573295950889587]",[0],[1]
226acf93-cd1521ff,"[0, 3]","[1, 2]","[1.0, 0.16990628838539124, 0.17047284543514252, 1.0]","[0.37598809599876404, 0.9849869012832642, 0.9843857288360596, 0.37598809599876404]",[3],[]
230d920e-74ce90cc,"[0, 2, 3]",[],"[1.0, 0.09359272569417953, 1.0, 1.0]","[0.3772951364517212, 0.75874924659729, 0.3772951364517212, 0.3772951364517212]",[2],[]
2330cf94-d5faa2a2,"[0, 2]",[],"[1.0, 0.06517349183559418, 1.0, 0.5280745029449463]","[0.2947584390640259, 0.7267060279846191, 0.2947584390640259, 0.4640224874019623]",[],[3]
23665402-5babb6a1,"[0, 2, 3]",[1],"[1.0, 0.14296646416187286, 1.0, 1.0]","[0.4691653251647949, 0.8814871907234192, 0.4691653251647949, 0.4691653251647949]","[2, 3]",[]
23ea6cd1-28084fcd,"[0, 2]","[1, 3]","[1.0, 0.10229317098855972, 1.0, 0.11339067667722702]","[0.2802298367023468, 0.9981482028961182, 0.2802298367023468, 0.985080361366272]",[],[1]
23f615c2-c0a3a7f9,"[0, 2]",[1],"[1.0, 0.0527486726641655, 1.0, 0.24439066648483276]","[0.24192868173122406, 0.8003042936325073, 0.24192868173122406, 0.642259418964386]",[],[3]
2407211b-54938a1e,"[0, 2, 3]",[1],"[1.0, 0.20970647037029266, 1.0, 1.0]","[0.5539277791976929, 0.9622843265533447, 0.5539277791976929, 0.5539277791976929]","[0, 3]",[1]
24b49e48-c25351ed,"[0, 2]","[1, 3]","[1.0, 0.12922918796539307, 1.0, 0.18765634298324585]","[0.3522283136844635, 0.999467670917511, 0.3522283136844635, 0.937309741973877]",[],[3]
250e2aac-6054ab7a,"[0, 2, 3]",[1],"[1.0, 0.13138002157211304, 1.0, 1.0]","[0.45045751333236694, 0.8591197729110718, 0.45045751333236694, 0.45045751333236694]",[],[]
2532100b-a300ef4f,"[0, 2]","[1, 3]","[1.0, 0.21934056282043457, 1.0, 0.23227734863758087]","[0.44325727224349976, 0.9812866449356079, 0.44325727224349976, 0.9687265157699585]",[],[3]
25fe83fe-8648c17a,"[0, 2, 3]",[1],"[1.0, 0.12581175565719604, 1.0, 1.0]","[0.44091910123825073, 0.8471643924713135, 0.44091910123825073, 0.44091910123825073]","[0, 2]",[]
265e09b3-987bf4a6,"[0, 2, 3]",[1],"[1.0, 0.11160698533058167, 1.0, 1.0]","[0.41477999091148376, 0.8126001954078674, 0.41477999091148376, 0.41477999091148376]",[2],[]
2726dcc0-8ee7ed44,"[0, 2]",[3],"[1.0, 0.6960806250572205, 1.0, 0.14079774916172028]","[0.4525705575942993, 0.5745039582252502, 0.4525705575942993, 0.9108768105506897]",[0],[1]
273d93c6-246035fd,"[1, 2, 3]",[0],"[0.4650144577026367, 1.0, 0.9058741927146912, 1.0]","[0.9761167764663696, 0.7021352052688599, 0.7416598200798035, 0.7021352052688599]",[],[2]
274f6057-1e8ebc74,[1],"[0, 2]","[0.16498883068561554, 1.0, 0.2823162078857422, 0.3107702136039734]","[0.9890726804733276, 0.37464720010757446, 0.8210911750793457, 0.7828969955444336]",[],[]
279b882c-2260f1c5,"[0, 2]","[1, 3]","[1.0, 0.16750141978263855, 1.0, 0.30825144052505493]","[0.4337020516395569, 0.9969746470451355, 0.4337020516395569, 0.8677963018417358]",[2],[3]
27b74631-55420898,"[0, 3]",[1],"[1.0, 0.13031122088432312, 0.4903770685195923, 1.0]","[0.4208369553089142, 0.9293808937072754, 0.6669949293136597, 0.4208369553089142]",[],[2]
282f55fa-c26d87e2,"[0, 1, 2, 3]",[0],"[0.8491631150245667, 1.0, 1.0, 1.0]","[0.8580126166343689, 0.7939913272857666, 0.7939913272857666, 0.7939913272857666]",[],[]
283c4da9-7d365b6f,"[0, 2]",[3],"[1.0, 0.28749868273735046, 1.0, 0.11081158369779587]","[0.3620047867298126, 0.7947709560394287, 0.3620047867298126, 0.9564334154129028]",[],[3]
284c1af7-21dd46a7,"[0, 3]","[1, 2]","[1.0, 0.1381099969148636, 0.1313912272453308, 1.0]","[0.3248274326324463, 0.985681414604187, 0.9932423830032349, 0.3248274326324463]",[],[2]
28b10b05-cd28b19b,"[0, 1, 3]",[2],"[1.0, 1.0, 0.38303083181381226, 1.0]","[0.6761876344680786, 0.6761876344680786, 0.9965255260467529, 0.6761876344680786]",[1],[2]
28f8cbe8-59e52e10,"[0, 2]","[1, 3]","[1.0, 0.26810726523399353, 1.0, 0.350738525390625]","[0.5193235278129578, 0.9876480102539062, 0.5193235278129578, 0.9172200560569763]",[],[3]
29223e21-4958037e,"[0, 2, 3]",[1],"[1.0, 0.21327315270900726, 1.0, 1.0]","[0.5575997829437256, 0.964913547039032, 0.5575997829437256, 0.5575997829437256]",[],[]
295f96ef-40ecb0f0,"[0, 1, 3]",[2],"[1.0, 1.0, 0.6995487809181213, 1.0]","[0.7705456018447876, 0.7705456018447876, 0.9073165655136108, 0.7705456018447876]",[0],[2]
296a1206-fc4bd319,"[1, 3]",[0],"[0.3338538408279419, 1.0, 0.6250282526016235, 1.0]","[0.9939293265342712, 0.6138901710510254, 0.7993174195289612, 0.6138901710510254]",[1],"[0, 2]"
297cc7b7-aba8589b,"[1, 2]","[0, 3]","[0.5417227149009705, 1.0, 1.0, 0.698479413986206]","[0.9338627457618713, 0.7003792524337769, 0.7003792524337769, 0.843285083770752]",[],[3]
29b6a36b-89b15565,"[0, 2]",[1],"[1.0, 0.2216312438249588, 1.0, 0.5265482664108276]","[0.5261608362197876, 0.9961672425270081, 0.5261608362197876, 0.7706009149551392]",[],[3]
29f27e14-5d7a5c95,"[1, 2, 3]",[0],"[0.5565456748008728, 1.0, 1.0, 1.0]","[0.9541260004043579, 0.7385526895523071, 0.7385526895523071, 0.7385526895523071]",[],[]
29f913a7-db170dab,"[0, 2, 3]",[1],"[1.0, 0.1276310831308365, 1.0, 1.0]","[0.44407689571380615, 0.8511624336242676, 0.44407689571380615, 0.44407689571380615]","[0, 3]",[1]
2a13f82e-ed14ea41,"[0, 2, 3]",[1],"[1.0, 0.42426973581314087, 1.0, 1.0]","[0.6944573521614075, 0.9895820617675781, 0.6944573521614075, 0.6944573521614075]",[],[]
2a58d708-e281b697,"[0, 2, 3]",[1],"[1.0, 0.17266494035720825, 1.0, 1.0]","[0.5111109018325806, 0.9259967803955078, 0.5111109018325806, 0.5111109018325806]",[],[]
2b03324c-3e7a69e0,"[2, 3]",[0],"[0.4369233250617981, 0.7412906289100647, 1.0, 1.0]","[0.9743341207504272, 0.7938417196273804, 0.6743037700653076, 0.6743037700653076]",[],[0]
2b0a137a-90276d29,"[0, 2, 3]",[1],"[1.0, 0.15435896813869476, 1.0, 1.0]","[0.486200749874115, 0.9005445241928101, 0.486200749874115, 0.486200749874115]",[],[]
2b1d6009-40465746,[1],[2],"[0.4250582456588745, 1.0, 0.13572107255458832, 0.3758580684661865]","[0.6708347797393799, 0.3833373188972473, 0.9925923347473145, 0.7195796370506287]",[1],"[0, 2, 3]"
2b65e1aa-e3c81be1,"[0, 1, 3]",[2],"[1.0, 1.0, 0.18122343719005585, 1.0]","[0.5218342542648315, 0.5218342542648315, 0.9360116124153137, 0.5218342542648315]","[0, 3]",[]
2b65e5fb-97a30d26,"[0, 2, 3]",[],"[1.0, 0.05808987841010094, 1.0, 1.0]","[0.2841367721557617, 0.6058388948440552, 0.2841367721557617, 0.2841367721557617]",[],[]
2b7feb72-9252d658,"[0, 2, 3]",[1],"[1.0, 0.13112574815750122, 1.0, 1.0]","[0.45003002882003784, 0.8585916757583618, 0.45003002882003784, 0.45003002882003784]",[],[]
2bc47c80-ba4e0f1f,"[0, 3]",[2],"[1.0, 0.7251164317131042, 0.24473579227924347, 1.0]","[0.5681890845298767, 0.6903318762779236, 0.9935210943222046, 0.5681890845298767]",[],[2]
2c50f406-61e19dc8,"[0, 2, 3]",[],"[1.0, 0.06421414017677307, 1.0, 1.0]","[0.3024981617927551, 0.6379472613334656, 0.3024981617927551, 0.3024981617927551]",[2],[]
2c61c56f-0b2807d7,"[0, 2, 3]",[],"[1.0, 0.08522076159715652, 0.8387149572372437, 1.0]","[0.35460740327835083, 0.7488106489181519, 0.4017488956451416, 0.35460740327835083]",[],[]
2c73e051-99c7d209,"[0, 3]","[1, 2]","[1.0, 0.17153702676296234, 0.17988230288028717, 1.0]","[0.38318365812301636, 0.9879291653633118, 0.9791557788848877, 0.38318365812301636]",[],[2]
2c7c2437-34bfdca3,"[0, 2]",[],"[1.0, 0.06438503414392471, 1.0, 0.7964261174201965]","[0.299953430891037, 0.6651734113693237, 0.299953430891037, 0.3539935350418091]",[],[3]
2c9f9bd3-14f57d5e,"[0, 2, 3]",[],"[1.0, 0.08140423893928528, 1.0, 1.0]","[0.34861889481544495, 0.7144232392311096, 0.34861889481544495, 0.34861889481544495]",[],[]
2caf4a86-21df4a8e,"[0, 2, 3]",[],"[1.0, 0.06485620886087418, 1.0, 1.0]","[0.30435895919799805, 0.641149640083313, 0.30435895919799805, 0.30435895919799805]",[],[]
2ce887db-f822df76,"[0, 2, 3]",[1],"[1.0, 0.4978174865245819, 1.0, 1.0]","[0.7212272882461548, 0.9715617895126343, 0.7212272882461548, 0.7212272882461548]",[0],[1]
2d529562-29dfe9ae,"[0, 2]","[1, 3]","[1.0, 0.09243489801883698, 1.0, 0.0787803903222084]","[0.23859979212284088, 0.9832927584648132, 0.23859979212284088, 0.9999827146530151]",[],[3]
2d6b9723-eccc952b,"[0, 2, 3]",[],"[1.0, 0.0639975294470787, 1.0, 1.0]","[0.3018677830696106, 0.6368597745895386, 0.3018677830696106, 0.3018677830696106]",[],[]
2d9ec697-197dfc02,"[1, 2, 3]",[0],"[0.6910002827644348, 1.0, 1.0, 1.0]","[0.9101729393005371, 0.7689460515975952, 0.7689460515975952, 0.7689460515975952]",[3],[]
2dd5449c-dad4c17a,"[0, 3]",[2],"[1.0, 0.6176424026489258, 0.23522579669952393, 0.9139390587806702]","[0.5451282858848572, 0.7284507751464844, 0.9967058897018433, 0.5773383975028992]",[0],[1]
2de6e6db-20de4ba9,"[0, 2]",[1],"[1.0, 0.2373071312904358, 1.0, 0.5343324542045593]","[0.5398445725440979, 0.9987055659294128, 0.5398445725440979, 0.7805557250976562]",[],[]
2deef7f3-76bdc9bc,"[0, 2, 3]",[],"[1.0, 0.09507529437541962, 1.0, 1.0]","[0.38058751821517944, 0.7636698484420776, 0.38058751821517944, 0.38058751821517944]",[],[]
2dfcc117-73b45975,"[1, 3]","[0, 2]","[0.41586363315582275, 1.0, 0.22086010873317719, 1.0]","[0.8403201699256897, 0.5057763457298279, 0.9998629689216614, 0.5057763457298279]",[1],"[0, 2]"
2e1a56da-df45ef17,"[1, 2, 3]",[0],"[0.25338080525398254, 1.0, 1.0, 1.0]","[0.9865628480911255, 0.594502866268158, 0.594502866268158, 0.594502866268158]",[],[]
2e3c12c6-579192a5,"[0, 3]","[1, 2]","[1.0, 0.23927493393421173, 0.3893161118030548, 1.0]","[0.5127901434898376, 0.9985708594322205, 0.8733586072921753, 0.5127901434898376]",[],[2]
2e44f58d-3c5b3798,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[1, 3]",[]
2e4ba639-9d6b40ef,"[0, 2, 3]",[1],"[1.0, 0.11134269088506699, 1.0, 1.0]","[0.41426709294319153, 0.8118966221809387, 0.41426709294319153, 0.41426709294319153]",[],[]
2e598e8d-21a7e13f,"[1, 3]",[2],"[0.7474374175071716, 1.0, 0.2564752697944641, 1.0]","[0.6906203627586365, 0.5794534683227539, 0.9956592321395874, 0.5794534683227539]",[1],"[0, 2]"
2e6c34a9-ab1142da,"[0, 2, 3]",[1],"[1.0, 0.15623322129249573, 1.0, 1.0]","[0.48888474702835083, 0.9034280776977539, 0.48888474702835083, 0.48888474702835083]",[],[]
2eb8f860-675294f5,"[1, 2, 3]",[0],"[0.12692983448505402, 1.0, 1.0, 1.0]","[0.8496321439743042, 0.4428645968437195, 0.4428645968437195, 0.4428645968437195]",[],[]
2ec4ced5-a9a860b2,"[0, 2]","[1, 3]","[1.0, 0.06808248907327652, 1.0, 0.10811429470777512]","[0.23562340438365936, 0.9872846007347107, 0.23562340438365936, 0.9398295283317566]",[0],"[1, 3]"
2f1fb620-401724ff,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[0, 3]",[]
2f3c15e7-7806d563,[0],"[1, 2, 3]","[1.0, 0.2361399233341217, 0.32570281624794006, 0.3115265965461731]","[0.4258427321910858, 0.9489365816116333, 0.8365901708602905, 0.8537629842758179]",[],[2]
2f4fb244-68e29e26,"[1, 3]",[0],"[0.21113640069961548, 1.0, 0.67219477891922, 1.0]","[0.9833076000213623, 0.5339318513870239, 0.682029664516449, 0.5339318513870239]",[],[2]
2f64d6b1-5bb06f8a,"[0, 2]",[1],"[1.0, 0.07340960949659348, 1.0, 0.2776717245578766]","[0.2949143648147583, 0.87049800157547, 0.2949143648147583, 0.6958770751953125]",[0],"[1, 3]"
2f81b100-1eeabfd9,"[0, 2, 3]",[1],"[1.0, 0.4011618494987488, 1.0, 1.0]","[0.6845582127571106, 0.9938396215438843, 0.6845582127571106, 0.6845582127571106]",[],[]
2f91eaa4-16ad5a1a,"[1, 3]","[0, 2]","[0.4008931815624237, 1.0, 0.25695690512657166, 1.0]","[0.8781476616859436, 0.5271852016448975, 0.9962706565856934, 0.5271852016448975]",[],[2]
308dbb84-1b79ff69,"[0, 2, 3]",[1],"[1.0, 0.13217003643512726, 1.0, 1.0]","[0.45178088545799255, 0.8607497215270996, 0.45178088545799255, 0.45178088545799255]","[2, 3]",[1]
30b16a45-a13ac7a0,"[1, 2]","[0, 3]","[0.14148397743701935, 1.0, 1.0, 0.15405431389808655]","[0.9939554929733276, 0.34417030215263367, 0.34417030215263367, 0.9801249504089355]",[],[]
30c92c79-6cf9f198,"[0, 2, 3]",[1],"[1.0, 0.1677245795726776, 1.0, 1.0]","[0.5046643018722534, 0.9196970462799072, 0.5046643018722534, 0.5046643018722534]",[],[]
30cbf134-d75ec302,"[0, 2]","[1, 3]","[1.0, 0.30815768241882324, 1.0, 0.12332551181316376]","[0.38389652967453003, 0.8000108003616333, 0.38389652967453003, 0.9665711522102356]",[0],[1]
30f81e5a-71c1ad88,"[1, 2, 3]",[0],"[0.4204891622066498, 1.0, 1.0, 1.0]","[0.9903357028961182, 0.6928929686546326, 0.6928929686546326, 0.6928929686546326]",[2],[]
313108dc-23e8aff0,[1],"[0, 2, 3]","[0.18657688796520233, 1.0, 0.24100419878959656, 0.1893804520368576]","[0.9242918491363525, 0.3405384123325348, 0.8309282064437866, 0.9193840026855469]",[1],[]
3186c11b-f857b9bf,"[0, 2, 3]",[1],"[1.0, 0.17317558825016022, 1.0, 1.0]","[0.5117661952972412, 0.9266257286071777, 0.5117661952972412, 0.5117661952972412]",[],[]
32863fce-edbd5c22,"[0, 2, 3]",[1],"[1.0, 0.16094182431697845, 1.0, 1.0]","[0.4954880475997925, 0.9103800058364868, 0.4954880475997925, 0.4954880475997925]",[],[]
328f0705-be605af7,"[0, 2, 3]",[],"[1.0, 0.06692434847354889, 1.0, 1.0]","[0.3102739453315735, 0.6512665748596191, 0.3102739453315735, 0.3102739453315735]",[],[]
33487ca6-65520070,"[0, 2, 3]",[],"[1.0, 0.08876316249370575, 1.0, 1.0]","[0.3662857115268707, 0.7420388460159302, 0.3662857115268707, 0.3662857115268707]",[],[]
33ac7be1-656dfb40,"[0, 2, 3]",[1],"[1.0, 0.1696101278066635, 1.0, 1.0]","[0.5071476697921753, 0.9221481084823608, 0.5071476697921753, 0.5071476697921753]",[0],[]
33d9b586-02446022,"[1, 3]","[0, 2]","[0.3082945942878723, 1.0, 0.29157593846321106, 1.0]","[0.9536802768707275, 0.5156879425048828, 0.9682115912437439, 0.5156879425048828]",[],[]
345cc18f-4aacc2c6,"[0, 3]",[2],"[1.0, 0.40152180194854736, 0.14935998618602753, 1.0]","[0.43446189165115356, 0.764979362487793, 0.9717925786972046, 0.43446189165115356]",[],[2]
3468312a-4d665f6a,"[1, 3]","[0, 2]","[0.22404350340366364, 1.0, 0.3218754231929779, 1.0]","[0.9967374801635742, 0.48307186365127563, 0.9093470573425293, 0.48307186365127563]",[1],"[0, 2]"
349cb71d-f2dcfa8b,"[0, 2, 3]",[],"[1.0, 0.04907747730612755, 1.0, 1.0]","[0.25489193201065063, 0.5528597831726074, 0.25489193201065063, 0.25489193201065063]",[0],[1]
34a50e9e-b9803539,"[0, 2, 3]",[1],"[1.0, 0.14435821771621704, 1.0, 1.0]","[0.47131550312042236, 0.8839631080627441, 0.47131550312042236, 0.47131550312042236]",[],[]
34b52ac0-638a87c0,"[0, 1, 3]",[2],"[1.0, 1.0, 0.18437311053276062, 1.0]","[0.5256456732749939, 0.5256456732749939, 0.9394276142120361, 0.5256456732749939]",[0],[2]
353ef67a-89bf1cc5,"[0, 2, 3]",[1],"[1.0, 0.22383514046669006, 1.0, 1.0]","[0.5680709481239319, 0.9719575643539429, 0.5680709481239319, 0.5680709481239319]",[],[]
359c8000-2be329f0,"[1, 2, 3]",[0],"[0.5365802645683289, 1.0, 1.0, 1.0]","[0.9602569341659546, 0.7330007553100586, 0.7330007553100586, 0.7330007553100586]",[1],[0]
35a25299-63aad101,"[0, 2]","[1, 3]","[1.0, 0.31482017040252686, 1.0, 0.2875353991985321]","[0.5164332389831543, 0.9483686685562134, 0.5164332389831543, 0.9720306396484375]",[0],[1]
35c30051-966950b2,"[0, 2, 3]",[1],"[1.0, 0.25079208612442017, 1.0, 1.0]","[0.5923399925231934, 0.9855479598045349, 0.5923399925231934, 0.5923399925231934]",[0],[1]
35fb6fa6-34c77ee7,"[0, 1, 2, 3]","[0, 1, 2, 3]","[1.0, 1.0, 1.0, 1.0]","[0.8112781047821045, 0.8112781047821045, 0.8112781047821045, 0.8112781047821045]","[0, 2]",[]
360525fb-8cf30f9c,[1],[0],"[0.08305023610591888, 1.0, 0.32061535120010376, 0.5013207793235779]","[0.9216831922531128, 0.3076060712337494, 0.6618102788925171, 0.4995371103286743]",[],"[2, 3]"
361e1bf3-20d745f9,"[1, 3]","[0, 2]","[0.14943861961364746, 1.0, 0.11816346645355225, 1.0]","[0.9648533463478088, 0.32063326239585876, 0.9998716115951538, 0.32063326239585876]",[],[2]
36663e5c-27355a6b,"[0, 2, 3]",[],"[1.0, 0.06726592034101486, 1.0, 1.0]","[0.3112395405769348, 0.6529087424278259, 0.3112395405769348, 0.3112395405769348]",[],[]
36705182-68fdfc31,"[1, 3]","[0, 2]","[0.1477104127407074, 1.0, 0.2678128480911255, 1.0]","[0.9950419664382935, 0.40209004282951355, 0.8795994520187378, 0.40209004282951355]",[1],[0]
36824007-9d65d3c5,"[0, 3]","[1, 2]","[1.0, 0.09269451349973679, 0.21572764217853546, 1.0]","[0.31700968742370605, 0.9586278796195984, 0.83573317527771, 0.31700968742370605]",[],[2]
36e63558-f8216159,"[0, 2, 3]",[1],"[1.0, 0.4003373980522156, 1.0, 1.0]","[0.6841896176338196, 0.993975043296814, 0.6841896176338196, 0.6841896176338196]",[],[]
3737b6d2-4a6806d3,"[1, 3]","[0, 2]","[0.1985088735818863, 1.0, 0.24444487690925598, 1.0]","[0.9935276508331299, 0.43600136041641235, 0.9488170742988586, 0.43600136041641235]",[],[2]
